date,hour,demand
2021-06-25,23,58
2021-06-26,0,56
2021-06-26,1,56
2021-06-26,2,59
2021-06-26,3,56
2021-06-26,4,57
2021-06-26,5,55
2021-06-26,8,62
2021-06-26,9,68
2021-06-26,10,80
2021-06-26,11,91
2021-06-26,12,90
2021-06-26,13,85
2021-06-26,14,82
2021-06-26,15,82
2021-06-26,16,79
2021-06-26,17,82
2021-06-26,18,74
2021-06-26,19,63
2021-06-26,20,62
2021-06-26,21,65
2021-06-26,22,61
2021-06-26,23,58
2021-06-27,0,61
2021-06-27,1,56
2021-06-27,2,61
2021-06-27,3,58
2021-06-27,6,59
2021-06-27,8,68
2021-06-27,9,74
2021-06-27,10,82
2021-06-27,11,86
2021-06-27,12,98
2021-06-27,13,93
2021-06-27,14,92
2021-06-27,15,98
2021-06-27,16,98
2021-06-27,17,98
2021-06-27,18,79
2021-06-27,19,68
2021-06-27,20,61
2021-06-27,21,60
2021-06-27,22,64
2021-06-27,23,58
2021-06-28,0,59
2021-06-28,1,55
2021-06-28,3,56
2021-06-28,5,45
2021-06-28,6,53
2021-06-28,7,66
2021-06-28,8,75
2021-06-28,9,77
2021-06-28,10,76
2021-06-28,11,91
2021-06-28,12,99
2021-06-28,13,99
2021-06-28,14,92
2021-06-28,15,92
2021-06-28,16,84
2021-06-28,17,92
2021-06-28,18,85
2021-06-28,19,85
2021-06-28,20,72
2021-06-28,21,68
2021-06-28,22,69
2021-06-28,23,68
2021-06-29,0,59
2021-06-29,2,58
2021-06-29,3,58
2021-06-29,4,56
2021-06-29,5,56
2021-06-29,6,56
2021-06-29,7,64
2021-06-29,8,64
2021-06-29,9,64
2021-06-29,10,63
2021-06-29,11,71
2021-06-29,12,77
2021-06-29,13,78
2021-06-29,14,74
2021-06-29,15,74
2021-06-29,16,73
2021-06-29,17,78
2021-06-29,18,78
2021-06-29,19,74
2021-06-29,20,64
2021-06-29,21,63
2021-06-29,22,63
2021-06-29,23,68
2021-06-30,0,63
2021-06-30,5,55
2021-06-30,6,60
2021-06-30,7,64
2021-06-30,8,69
2021-06-30,9,71
2021-06-30,10,61
2021-06-30,11,64
2021-06-30,12,80
2021-06-30,13,74
2021-06-30,14,78
2021-06-30,15,78
2021-06-30,16,85
2021-06-30,17,86
2021-06-30,18,86
2021-06-30,19,85
2021-06-30,20,71
2021-06-30,21,69
2021-06-30,22,68
2021-06-30,23,67
2021-07-01,0,55
2021-07-01,3,60
2021-07-01,6,56
2021-07-01,7,65
2021-07-01,8,69
2021-07-01,9,71
2021-07-01,10,72
2021-07-01,11,82
2021-07-01,12,79
2021-07-01,13,76
2021-07-01,14,80
2021-07-01,15,83
2021-07-01,16,83
2021-07-01,17,81
2021-07-01,18,74
2021-07-01,19,69
2021-07-01,20,62
2021-07-01,21,62
2021-07-01,22,70
2021-07-01,23,64
2021-07-02,0,56
2021-07-02,1,58
2021-07-02,2,58
2021-07-02,5,59
2021-07-02,6,57
2021-07-02,7,62
2021-07-02,8,68
2021-07-02,9,71
2021-07-02,10,79
2021-07-02,11,92
2021-07-02,12,92
2021-07-02,13,98
2021-07-02,14,98
2021-07-02,15,98
2021-07-02,16,93
2021-07-02,17,93
2021-07-02,18,78
2021-07-02,19,71
2021-07-02,20,63
2021-07-02,21,64
2021-07-02,22,62
2021-07-02,23,58
2021-07-03,0,58
2021-07-03,1,56
2021-07-03,2,58
2021-07-03,3,61
2021-07-03,6,56
2021-07-03,7,59
2021-07-03,8,61
2021-07-03,9,72
2021-07-03,10,76
2021-07-03,11,92
2021-07-03,12,95
2021-07-03,13,111
2021-07-03,14,102
2021-07-03,15,105
2021-07-03,16,112
2021-07-03,17,102
2021-07-03,18,88
2021-07-03,19,74
2021-07-03,20,72
2021-07-03,21,71
2021-07-03,22,66
2021-07-03,23,63
2021-07-04,0,61
2021-07-04,1,62
2021-07-04,2,62
2021-07-04,3,63
2021-07-04,6,58
2021-07-04,7,65
2021-07-04,8,67
2021-07-04,9,72
2021-07-04,10,80
2021-07-04,11,100
2021-07-04,12,117
2021-07-04,13,117
2021-07-04,14,116
2021-07-04,15,126
2021-07-04,16,117
2021-07-04,17,117
2021-07-04,18,80
2021-07-04,19,73
2021-07-04,20,63
2021-07-04,21,62
2021-07-04,22,59
2021-07-04,23,55
2021-07-05,0,58
2021-07-05,1,52
2021-07-05,2,57
2021-07-05,3,56
2021-07-05,6,58
2021-07-05,7,56
2021-07-05,8,66
2021-07-05,9,68
2021-07-05,10,68
2021-07-05,11,82
2021-07-05,12,87
2021-07-05,13,87
2021-07-05,14,87
2021-07-05,15,88
2021-07-05,16,86
2021-07-05,17,99
2021-07-05,18,74
2021-07-05,19,70
2021-07-05,20,63
2021-07-05,21,60
2021-07-05,22,56
2021-07-05,23,55
2021-07-06,0,51
2021-07-06,5,54
2021-07-06,6,54
2021-07-06,7,56
2021-07-06,8,63
2021-07-06,9,65
2021-07-06,10,66
2021-07-06,11,72
2021-07-06,12,75
2021-07-06,13,77
2021-07-06,14,74
2021-07-06,15,71
2021-07-06,16,77
2021-07-06,17,82
2021-07-06,18,73
2021-07-06,19,64
2021-07-06,20,63
2021-07-06,22,53
2021-07-06,23,57
2021-07-07,0,56
2021-07-07,1,55
2021-07-07,2,56
2021-07-07,5,55
2021-07-07,6,54
2021-07-07,7,58
2021-07-07,8,68
2021-07-07,9,69
2021-07-07,10,66
2021-07-07,11,64
2021-07-07,12,73
2021-07-07,13,73
2021-07-07,14,74
2021-07-07,15,74
2021-07-07,16,81
2021-07-07,17,85
2021-07-07,18,73
2021-07-07,19,67
2021-07-07,20,62
2021-07-07,21,60
2021-07-07,22,59
2021-07-07,23,54
2021-07-08,0,53
2021-07-08,1,54
2021-07-08,2,56
2021-07-08,6,56
2021-07-08,7,63
2021-07-08,8,70
2021-07-08,9,71
2021-07-08,10,70
2021-07-08,11,85
2021-07-08,12,85
2021-07-08,13,82
2021-07-08,14,85
2021-07-08,15,92
2021-07-08,16,85
2021-07-08,17,91
2021-07-08,18,74
2021-07-08,19,70
2021-07-08,20,65
2021-07-08,21,63
2021-07-08,22,60
2021-07-08,23,56
2021-07-09,0,61
2021-07-09,1,58
2021-07-09,2,58
2021-07-09,6,57
2021-07-09,7,62
2021-07-09,8,70
2021-07-09,9,72
2021-07-09,10,77
2021-07-09,11,80
2021-07-09,12,92
2021-07-09,13,104
2021-07-09,14,98
2021-07-09,15,98
2021-07-09,16,98
2021-07-09,17,98
2021-07-09,18,79
2021-07-09,19,72
2021-07-09,20,66
2021-07-09,21,65
2021-07-09,22,64
2021-07-09,23,60
2021-07-10,0,64
2021-07-10,1,64
2021-07-10,2,64
2021-07-10,3,59
2021-07-10,4,56
2021-07-10,7,56
2021-07-10,8,63
2021-07-10,9,70
2021-07-10,10,78
2021-07-10,11,85
2021-07-10,12,102
2021-07-10,13,108
2021-07-10,14,108
2021-07-10,15,109
2021-07-10,16,108
2021-07-10,17,105
2021-07-10,18,78
2021-07-10,19,73
2021-07-10,20,70
2021-07-10,21,70
2021-07-10,22,69
2021-07-10,23,62
2021-07-11,0,64
2021-07-11,1,63
2021-07-11,2,64
2021-07-11,4,58
2021-07-11,6,58
2021-07-11,7,62
2021-07-11,8,68
2021-07-11,9,71
2021-07-11,10,77
2021-07-11,11,85
2021-07-11,12,110
2021-07-11,13,104
2021-07-11,14,104
2021-07-11,15,112
2021-07-11,16,110
2021-07-11,17,104
2021-07-11,18,74
2021-07-11,19,63
2021-07-11,20,60
2021-07-11,21,61
2021-07-11,22,60
2021-07-11,23,58
2021-07-12,0,54
2021-07-12,1,52
2021-07-12,6,53
2021-07-12,7,58
2021-07-12,8,66
2021-07-12,9,69
2021-07-12,10,69
2021-07-12,11,79
2021-07-12,12,87
2021-07-12,13,85
2021-07-12,14,85
2021-07-12,15,85
2021-07-12,16,82
2021-07-12,17,85
2021-07-12,18,71
2021-07-12,19,66
2021-07-12,20,61
2021-07-12,21,60
2021-07-12,22,60
2021-07-12,23,59
2021-07-13,0,53
2021-07-13,1,52
2021-07-13,5,50
2021-07-13,6,51
2021-07-13,7,56
2021-07-13,8,59
2021-07-13,9,63
2021-07-13,10,63
2021-07-13,11,66
2021-07-13,12,66
2021-07-13,13,73
2021-07-13,14,72
2021-07-13,15,71
2021-07-13,16,78
2021-07-13,17,83
2021-07-13,18,70
2021-07-13,19,64
2021-07-13,20,57
2021-07-13,21,54
2021-07-13,22,53
2021-07-13,23,53
2021-07-14,0,54
2021-07-14,1,53
2021-07-14,5,50
2021-07-14,6,54
2021-07-14,7,57
2021-07-14,8,62
2021-07-14,9,64
2021-07-14,10,63
2021-07-14,11,61
2021-07-14,12,71
2021-07-14,13,72
2021-07-14,14,73
2021-07-14,15,73
2021-07-14,16,80
2021-07-14,17,82
2021-07-14,18,71
2021-07-14,19,65
2021-07-14,20,62
2021-07-14,21,60
2021-07-14,22,50
2021-07-14,23,55
2021-07-15,0,54
2021-07-15,6,52
2021-07-15,7,57
2021-07-15,8,63
2021-07-15,9,65
2021-07-15,10,67
2021-07-15,11,80
2021-07-15,12,82
2021-07-15,13,77
2021-07-15,14,81
2021-07-15,15,87
2021-07-15,16,83
2021-07-15,17,85
2021-07-15,18,70
2021-07-15,19,66
2021-07-15,20,60
2021-07-15,21,59
2021-07-15,22,56
2021-07-15,23,53
2021-07-16,0,55
2021-07-16,1,52
2021-07-16,2,51
2021-07-16,4,48
2021-07-16,5,45
2021-07-16,6,49
2021-07-16,7,53
2021-07-16,8,59
2021-07-16,9,63
2021-07-16,10,68
2021-07-16,11,74
2021-07-16,12,85
2021-07-16,13,87
2021-07-16,14,87
2021-07-16,15,92
2021-07-16,16,90
2021-07-16,17,89
2021-07-16,18,73
2021-07-16,19,64
2021-07-16,20,59
2021-07-16,21,59
2021-07-16,22,56
2021-07-16,23,53
2021-07-17,0,58
2021-07-17,1,55
2021-07-17,2,54
2021-07-17,3,55
2021-07-17,4,52
2021-07-17,6,52
2021-07-17,7,54
2021-07-17,8,56
2021-07-17,9,64
2021-07-17,10,73
2021-07-17,11,73
2021-07-17,12,87
2021-07-17,13,98
2021-07-17,14,98
2021-07-17,15,98
2021-07-17,16,98
2021-07-17,17,91
2021-07-17,18,74
2021-07-17,19,68
2021-07-17,20,62
2021-07-17,21,64
2021-07-17,22,56
2021-07-17,23,53
2021-07-18,0,57
2021-07-18,1,54
2021-07-18,2,55
2021-07-18,7,56
2021-07-18,8,59
2021-07-18,9,67
2021-07-18,10,71
2021-07-18,11,80
2021-07-18,12,86
2021-07-18,13,91
2021-07-18,14,91
2021-07-18,15,93
2021-07-18,16,86
2021-07-18,17,85
2021-07-18,18,73
2021-07-18,19,64
2021-07-18,20,59
2021-07-18,21,58
2021-07-18,22,59
2021-07-18,23,54
2021-07-19,0,55
2021-07-19,5,48
2021-07-19,6,51
2021-07-19,7,53
2021-07-19,8,63
2021-07-19,9,68
2021-07-19,10,65
2021-07-19,11,77
2021-07-19,12,87
2021-07-19,13,85
2021-07-19,14,85
2021-07-19,15,85
2021-07-19,16,82
2021-07-19,17,85
2021-07-19,18,70
2021-07-19,19,64
2021-07-19,20,61
2021-07-19,21,58
2021-07-19,22,59
2021-07-19,23,58
2021-07-20,0,55
2021-07-20,1,48
2021-07-20,2,46
2021-07-20,6,50
2021-07-20,7,53
2021-07-20,8,59
2021-07-20,9,63
2021-07-20,10,64
2021-07-20,11,66
2021-07-20,12,75
2021-07-20,13,78
2021-07-20,14,74
2021-07-20,15,72
2021-07-20,16,75
2021-07-20,17,76
2021-07-20,18,70
2021-07-20,19,63
2021-07-20,20,58
2021-07-20,21,60
2021-07-20,22,53
2021-07-20,23,54
2021-07-21,0,64
2021-07-21,5,56
2021-07-21,6,57
2021-07-21,7,56
2021-07-21,8,60
2021-07-21,9,64
2021-07-21,10,62
2021-07-21,11,66
2021-07-21,12,78
2021-07-21,13,75
2021-07-21,14,77
2021-07-21,15,75
2021-07-21,16,83
2021-07-21,17,85
2021-07-21,18,75
2021-07-21,19,69
2021-07-21,20,63
2021-07-21,21,60
2021-07-21,22,56
2021-07-21,23,57
2021-07-22,0,54
2021-07-22,1,52
2021-07-22,3,54
2021-07-22,7,55
2021-07-22,8,59
2021-07-22,9,61
2021-07-22,10,66
2021-07-22,11,79
2021-07-22,12,78
2021-07-22,13,78
2021-07-22,14,78
2021-07-22,15,79
2021-07-22,16,78
2021-07-22,17,82
2021-07-22,18,72
2021-07-22,19,64
2021-07-22,20,60
2021-07-22,21,59
2021-07-22,22,56
2021-07-22,23,53
2021-07-23,0,53
2021-07-23,1,51
2021-07-23,2,50
2021-07-23,6,51
2021-07-23,7,53
2021-07-23,8,60
2021-07-23,9,62
2021-07-23,10,68
2021-07-23,11,75
2021-07-23,12,82
2021-07-23,13,82
2021-07-23,14,82
2021-07-23,15,80
2021-07-23,16,83
2021-07-23,17,83
2021-07-23,18,72
2021-07-23,19,59
2021-07-23,20,63
2021-07-23,21,58
2021-07-23,22,56
2021-07-23,23,53
2021-07-24,0,53
2021-07-24,1,52
2021-07-24,2,58
2021-07-24,3,56
2021-07-24,8,59
2021-07-24,9,65
2021-07-24,10,79
2021-07-24,11,79
2021-07-24,12,91
2021-07-24,13,88
2021-07-24,14,88
2021-07-24,15,88
2021-07-24,16,88
2021-07-24,17,82
2021-07-24,18,76
2021-07-24,19,69
2021-07-24,20,61
2021-07-24,21,67
2021-07-24,22,56
2021-07-24,23,54
2021-07-25,0,56
2021-07-25,1,53
2021-07-25,6,51
2021-07-25,7,56
2021-07-25,8,59
2021-07-25,9,62
2021-07-25,10,71
2021-07-25,11,84
2021-07-25,12,88
2021-07-25,13,88
2021-07-25,14,88
2021-07-25,15,93
2021-07-25,16,92
2021-07-25,17,84
2021-07-25,18,74
2021-07-25,19,64
2021-07-25,20,57
2021-07-25,21,62
2021-07-25,22,54
2021-07-25,23,54
2021-07-26,0,55
2021-07-26,2,52
2021-07-26,6,58
2021-07-26,7,55
2021-07-26,8,61
2021-07-26,9,64
2021-07-26,10,65
2021-07-26,11,76
2021-07-26,12,85
2021-07-26,13,85
2021-07-26,14,85
2021-07-26,15,82
2021-07-26,16,78
2021-07-26,17,80
2021-07-26,18,69
2021-07-26,19,61
2021-07-26,20,58
2021-07-26,21,56
2021-07-26,22,58
2021-07-26,23,55
2021-07-27,0,60
2021-07-27,6,50
2021-07-27,7,53
2021-07-27,8,59
2021-07-27,9,61
2021-07-27,10,62
2021-07-27,11,70
2021-07-27,12,73
2021-07-27,13,73
2021-07-27,14,72
2021-07-27,15,70
2021-07-27,16,72
2021-07-27,17,73
2021-07-27,18,66
2021-07-27,19,59
2021-07-27,20,62
2021-07-27,21,60
2021-07-27,22,58
2021-07-28,0,49
2021-07-28,2,49
2021-07-28,5,51
2021-07-28,6,50
2021-07-28,7,55
2021-07-28,8,61
2021-07-28,9,66
2021-07-28,10,62
2021-07-28,11,66
2021-07-28,12,75
2021-07-28,13,72
2021-07-28,14,72
2021-07-28,15,70
2021-07-28,16,74
2021-07-28,17,85
2021-07-28,18,72
2021-07-28,19,67
2021-07-28,20,59
2021-07-28,21,58
2021-07-28,22,63
2021-07-28,23,60
2021-08-29,0,56
2021-08-29,1,54
2021-08-29,2,54
2021-08-29,3,53
2021-08-29,4,52
2021-08-29,5,52
2021-08-29,6,52
2021-08-29,8,65
2021-08-29,9,68
2021-08-29,10,75
2021-08-29,11,89
2021-08-29,12,101
2021-08-29,13,95
2021-08-29,14,95
2021-08-29,15,95
2021-08-29,16,93
2021-08-29,17,94
2021-08-29,18,72
2021-08-29,19,65
2021-08-29,20,62
2021-08-29,21,55
2021-08-29,22,56
2021-08-29,23,60
2021-08-30,0,57
2021-08-30,7,53
2021-08-30,8,63
2021-08-30,9,65
2021-08-30,10,64
2021-08-30,11,78
2021-08-30,12,88
2021-08-30,13,80
2021-08-30,14,89
2021-08-30,15,92
2021-08-30,16,92
2021-08-30,17,89
2021-08-30,18,66
2021-08-30,19,66
2021-08-30,20,59
2021-08-30,21,59
2021-08-30,22,56
2021-08-30,23,61
2021-08-31,5,50
2021-08-31,6,46
2021-08-31,7,61
2021-08-31,8,62
2021-08-31,9,65
2021-08-31,10,63
2021-08-31,11,74
2021-08-31,12,78
2021-08-31,13,82
2021-08-31,14,82
2021-08-31,15,80
2021-08-31,16,82
2021-08-31,17,86
2021-08-31,18,68
2021-08-31,19,63
2021-08-31,20,58
2021-08-31,21,53
2021-08-31,23,61
2021-09-01,5,51
2021-09-01,6,53
2021-09-01,7,61
2021-09-01,8,68
2021-09-01,9,69
2021-09-01,10,65
2021-09-01,11,72
2021-09-01,12,77
2021-09-01,13,77
2021-09-01,14,77
2021-09-01,15,77
2021-09-01,16,85
2021-09-01,17,88
2021-09-01,18,76
2021-09-01,19,70
2021-09-01,20,60
2021-09-01,21,54
2021-09-01,22,56
2021-09-02,0,53
2021-09-02,6,53
2021-09-02,7,63
2021-09-02,8,69
2021-09-02,9,70
2021-09-02,10,73
2021-09-02,11,99
2021-09-02,12,93
2021-09-02,13,88
2021-09-02,14,88
2021-09-02,15,114
2021-09-02,16,114
2021-09-02,17,91
2021-09-02,18,71
2021-09-02,19,65
2021-09-02,20,61
2021-09-02,21,56
2021-09-02,22,56
2021-09-02,23,46
2021-09-03,5,52
2021-09-03,6,52
2021-09-03,7,54
2021-09-03,8,64
2021-09-03,9,65
2021-09-03,10,74
2021-09-03,11,94
2021-09-03,12,99
2021-09-03,13,92
2021-09-03,14,92
2021-09-03,15,97
2021-09-03,16,90
2021-09-03,17,85
2021-09-03,18,72
2021-09-03,19,65
2021-09-03,20,61
2021-09-03,22,56
2021-09-03,23,49
2021-09-04,0,56
2021-09-04,8,62
2021-09-04,9,66
2021-09-04,10,79
2021-09-04,11,85
2021-09-04,12,106
2021-09-04,13,105
2021-09-04,14,106
2021-09-04,15,106
2021-09-04,16,92
2021-09-04,17,80
2021-09-04,18,78
2021-09-04,19,68
2021-09-04,20,65
2021-09-04,21,60
2021-09-04,22,56
2021-09-04,23,51
2021-09-05,0,60
2021-09-05,7,56
2021-09-05,10,75
2021-09-05,11,106
2021-09-05,12,116
2021-09-05,13,113
2021-09-05,14,112
2021-09-05,15,116
2021-09-05,16,107
2021-09-05,17,105
2021-09-05,18,71
2021-09-05,19,65
2021-09-05,20,59
2021-09-05,23,53
2021-09-06,5,49
2021-09-06,6,56
2021-09-06,7,57
2021-09-06,8,68
2021-09-06,9,69
2021-09-06,10,70
2021-09-06,11,92
2021-09-06,12,99
2021-09-06,13,99
2021-09-06,14,99
2021-09-06,15,94
2021-09-06,16,101
2021-09-06,17,117
2021-09-06,18,72
2021-09-06,19,66
2021-09-06,20,60
2021-09-06,21,58
2021-09-06,22,58
2021-09-06,23,57
2021-09-07,6,52
2021-09-07,7,61
2021-09-07,8,69
2021-09-07,9,72
2021-09-07,10,70
2021-09-07,11,74
2021-09-07,12,81
2021-09-07,13,85
2021-09-07,14,85
2021-09-07,15,81
2021-09-07,16,87
2021-09-07,17,109
2021-09-07,18,71
2021-09-07,19,65
2021-09-07,20,59
2021-09-07,21,56
2021-09-07,22,54
2021-09-07,23,55
2021-09-08,0,56
2021-09-08,4,57
2021-09-08,5,54
2021-09-08,6,57
2021-09-08,7,61
2021-09-08,8,68
2021-09-08,9,70
2021-09-08,10,65
2021-09-08,11,72
2021-09-08,12,78
2021-09-08,13,78
2021-09-08,14,82
2021-09-08,15,80
2021-09-08,16,87
2021-09-08,17,92
2021-09-08,18,72
2021-09-08,19,66
2021-09-08,20,61
2021-09-08,21,59
2021-09-08,22,55
2021-09-08,23,54
2021-09-09,0,53
2021-09-09,5,55
2021-09-09,6,55
2021-09-09,7,62
2021-09-09,8,69
2021-09-09,9,74
2021-09-09,10,76
2021-09-09,11,99
2021-09-09,12,93
2021-09-09,13,88
2021-09-09,14,90
2021-09-09,15,114
2021-09-09,16,115
2021-09-09,17,107
2021-09-09,18,74
2021-09-09,19,67
2021-09-09,20,62
2021-09-09,21,59
2021-09-09,22,60
2021-09-09,23,55
2021-09-10,0,61
2021-09-10,1,56
2021-09-10,3,56
2021-09-10,7,62
2021-09-10,8,70
2021-09-10,9,70
2021-09-10,10,80
2021-09-10,11,94
2021-09-10,12,98
2021-09-10,13,98
2021-09-10,14,100
2021-09-10,15,100
2021-09-10,16,98
2021-09-10,17,93
2021-09-10,18,73
2021-09-10,19,67
2021-09-10,20,60
2021-09-10,21,59
2021-09-10,22,58
2021-09-10,23,56
2021-09-11,0,58
2021-09-11,2,56
2021-09-11,3,53
2021-09-11,8,60
2021-09-11,9,68
2021-09-11,10,80
2021-09-11,11,86
2021-09-11,12,107
2021-09-11,13,116
2021-09-11,14,118
2021-09-11,15,124
2021-09-11,16,117
2021-09-11,17,87
2021-09-11,18,78
2021-09-11,19,71
2021-09-11,20,62
2021-09-11,21,61
2021-09-11,22,58
2021-09-11,23,53
2021-09-12,0,61
2021-09-12,1,58
2021-09-12,2,58
2021-09-12,7,58
2021-09-12,8,66
2021-09-12,9,69
2021-09-12,10,79
2021-09-12,11,122
2021-09-12,12,120
2021-09-12,13,120
2021-09-12,14,120
2021-09-12,15,120
2021-09-12,16,120
2021-09-12,17,109
2021-09-12,18,72
2021-09-12,19,63
2021-09-12,20,59
2021-09-12,21,57
2021-09-12,23,57
2021-09-13,5,55
2021-09-13,6,54
2021-09-13,7,60
2021-09-13,8,69
2021-09-13,9,71
2021-09-13,10,81
2021-09-13,11,97
2021-09-13,12,99
2021-09-13,13,99
2021-09-13,14,99
2021-09-13,15,99
2021-09-13,16,94
2021-09-13,17,105
2021-09-13,18,73
2021-09-13,19,66
2021-09-13,20,60
2021-09-13,21,59
2021-09-13,22,64
2021-09-13,23,54
2021-09-14,0,56
2021-09-14,3,57
2021-09-14,4,52
2021-09-14,6,54
2021-09-14,7,60
2021-09-14,8,65
2021-09-14,9,69
2021-09-14,10,70
2021-09-14,11,80
2021-09-14,12,86
2021-09-14,13,91
2021-09-14,14,88
2021-09-14,15,82
2021-09-14,16,92
2021-09-14,17,101
2021-09-14,18,79
2021-09-14,19,68
2021-09-14,20,60
2021-09-14,21,59
2021-09-14,23,55
2021-09-15,6,57
2021-09-15,7,58
2021-09-15,8,67
2021-09-15,9,66
2021-09-15,10,65
2021-09-15,11,74
2021-09-15,12,85
2021-09-15,13,85
2021-09-15,14,85
2021-09-15,15,82
2021-09-15,16,86
2021-09-15,17,91
2021-09-15,18,73
2021-09-15,19,63
2021-09-15,20,62
2021-09-15,21,63
2021-09-15,23,55
2021-09-16,0,54
2021-09-16,1,51
2021-09-16,2,51
2021-09-16,6,52
2021-09-16,7,58
2021-09-16,8,67
2021-09-16,9,69
2021-09-16,10,73
2021-09-16,11,92
2021-09-16,12,92
2021-09-16,13,89
2021-09-16,14,92
2021-09-16,15,99
2021-09-16,16,101
2021-09-16,17,99
2021-09-16,18,73
2021-09-16,19,69
2021-09-16,20,61
2021-09-16,21,59
2021-09-16,22,53
2021-09-16,23,53
2021-09-17,0,58
2021-09-17,1,55
2021-09-17,2,55
2021-09-17,6,54
2021-09-17,7,58
2021-09-17,8,68
2021-09-17,9,71
2021-09-17,10,85
2021-09-17,11,105
2021-09-17,12,107
2021-09-17,13,106
2021-09-17,14,106
2021-09-17,15,116
2021-09-17,16,122
2021-09-17,17,117
2021-09-17,18,80
2021-09-17,19,72
2021-09-17,20,61
2021-09-17,21,60
2021-09-17,22,60
2021-09-17,23,55
2021-09-18,0,61
2021-09-18,1,56
2021-09-18,2,57
2021-09-18,3,56
2021-09-18,5,54
2021-09-18,6,54
2021-09-18,7,60
2021-09-18,8,61
2021-09-18,9,69
2021-09-18,10,86
2021-09-18,11,90
2021-09-18,12,146
2021-09-18,13,154
2021-09-18,14,171
2021-09-18,15,171
2021-09-18,16,171
2021-09-18,17,140
2021-09-18,18,82
2021-09-18,19,72
2021-09-18,20,65
2021-09-18,21,62
2021-09-18,22,60
2021-09-18,23,50
2021-09-19,0,61
2021-09-19,1,56
2021-09-19,2,56
2021-09-19,4,52
2021-09-19,7,58
2021-09-19,8,65
2021-09-19,9,71
2021-09-19,10,81
2021-09-19,11,142
2021-09-19,12,151
2021-09-19,13,148
2021-09-19,14,155
2021-09-19,15,148
2021-09-19,16,135
2021-09-19,17,126
2021-09-19,18,76
2021-09-19,19,70
2021-09-19,20,61
2021-09-19,21,59
2021-09-19,22,55
2021-09-19,23,54
2021-09-20,6,53
2021-09-20,7,57
2021-09-20,8,68
2021-09-20,9,71
2021-09-20,10,70
2021-09-20,11,93
2021-09-20,12,93
2021-09-20,13,93
2021-09-20,14,98
2021-09-20,15,99
2021-09-20,16,86
2021-09-20,17,93
2021-09-20,18,73
2021-09-20,19,64
2021-09-20,20,59
2021-09-20,21,57
2021-09-20,22,58
2021-09-20,23,53
2021-09-21,0,53
2021-09-21,1,49
2021-09-21,5,50
2021-09-21,6,56
2021-09-21,7,56
2021-09-21,8,60
2021-09-21,9,64
2021-09-21,10,65
2021-09-21,11,73
2021-09-21,12,75
2021-09-21,13,74
2021-09-21,14,74
2021-09-21,15,72
2021-09-21,16,74
2021-09-21,17,78
2021-09-21,18,71
2021-09-21,19,65
2021-09-21,20,57
2021-09-21,21,55
2021-09-21,22,58
2021-09-21,23,53
2021-09-22,0,54
2021-09-22,1,53
2021-09-22,5,54
2021-09-22,6,54
2021-09-22,7,56
2021-09-22,8,60
2021-09-22,9,66
2021-09-22,10,65
2021-09-22,11,72
2021-09-22,12,78
2021-09-22,13,77
2021-09-22,14,76
2021-09-22,15,77
2021-09-22,16,82
2021-09-22,17,82
2021-09-22,18,75
2021-09-22,19,69
2021-09-22,20,61
2021-09-22,21,56
2021-09-22,22,54
2021-09-22,23,52
2021-09-23,1,55
2021-09-23,5,52
2021-09-23,6,50
2021-09-23,7,58
2021-09-23,8,65
2021-09-23,9,70
2021-09-23,10,73
2021-09-23,11,92
2021-09-23,12,86
2021-09-23,13,82
2021-09-23,14,82
2021-09-23,15,85
2021-09-23,16,93
2021-09-23,17,90
2021-09-23,18,76
2021-09-23,19,69
2021-09-23,20,57
2021-09-23,21,56
2021-09-23,22,55
2021-09-23,23,58
2021-09-24,0,55
2021-09-24,1,53
2021-09-24,6,53
2021-09-24,7,57
2021-09-24,8,65
2021-09-24,9,69
2021-09-24,10,81
2021-09-24,11,105
2021-09-24,12,109
2021-09-24,13,107
2021-09-24,14,107
2021-09-24,15,120
2021-09-24,16,120
2021-09-24,17,113
2021-09-24,18,80
2021-09-24,19,70
2021-09-24,20,60
2021-09-24,21,59
2021-09-24,22,55
2021-09-24,23,55
2021-09-25,0,56
2021-09-25,1,54
2021-09-25,2,54
2021-09-25,3,51
2021-09-25,4,53
2021-09-25,8,66
2021-09-25,9,71
2021-09-25,10,101
2021-09-25,11,105
2021-09-25,12,162
2021-09-25,13,159
2021-09-25,14,164
2021-09-25,15,162
2021-09-25,16,164
2021-09-25,17,145
2021-09-25,18,94
2021-09-25,19,73
2021-09-25,20,65
2021-09-25,21,67
2021-09-25,22,57
2021-09-25,23,56
2021-09-26,0,56
2021-09-26,1,56
2021-09-26,2,57
2021-09-26,7,61
2021-09-26,8,68
2021-09-26,9,75
2021-09-26,10,101
2021-09-26,11,158
2021-09-26,12,150
2021-09-26,13,155
2021-09-26,14,163
2021-09-26,15,163
2021-09-26,16,152
2021-09-26,17,135
2021-09-26,18,92
2021-09-26,19,73
2021-09-26,20,61
2021-09-26,21,60
2021-09-26,22,55
2021-09-26,23,55
2021-09-27,6,51
2021-09-27,7,61
2021-09-27,8,72
2021-09-27,9,75
2021-09-27,10,76
2021-09-27,11,111
2021-09-27,12,108
2021-09-27,13,110
2021-09-27,14,103
2021-09-27,15,103
2021-09-27,16,103
2021-09-27,17,103
2021-09-27,18,77
2021-09-27,19,69
2021-09-27,20,61
2021-09-27,21,58
